"Time (s)"	"Acceleration (m/s²)"
6.295862763E1	-1.956712246E-2
6.299877912E1	-1.912331879E-2
6.303893113E1	-2.375840664E-2
6.307908213E1	-3.469328463E-2
6.311923313E1	-4.037911713E-2
6.315938413E1	-4.487387180E-2
6.319953512E1	-1.778898418E-2
6.323968613E1	-1.194527686E-2
6.327983812E1	-4.083227634E-2
6.331998913E1	-2.766434669E-2
6.336014013E1	-6.550050974E-3
6.340029112E1	-6.091629267E-3
6.344044213E1	-5.190573335E-3
6.348059312E1	1.547173262E-3
6.352074413E1	-3.886936605E-2
6.356089613E1	5.280620456E-3
6.360104713E1	-2.376016080E-2
6.364119813E1	-2.555408657E-2
6.368134912E1	-4.173976421E-2
6.372150013E1	-6.763708234E-2
6.376165113E1	-3.097504020E-2
6.380180213E1	-1.225927234E-2
6.384195413E1	-3.905179918E-2
6.388210512E1	1.379475117E-2
6.392225613E1	-3.022074938E-2
6.396240713E1	-3.120658994E-3
6.400255750E1	-4.398801863E-2
6.404270850E1	-2.528043687E-2
6.408286050E1	-2.558449209E-2
6.412301150E1	-2.319415033E-2
6.416316250E1	-2.843208611E-2
6.420331350E1	-1.601844728E-2
6.424346450E1	-3.220412493E-2
6.428361550E1	-2.547514915E-2
6.432376650E1	-7.361644506E-3
6.436391850E1	-3.252338290E-2
6.440406950E1	-3.686610997E-2
6.444422050E1	-1.785622716E-2
6.448437150E1	-2.640427172E-2
6.452452250E1	-4.931775570E-2
6.456467350E1	-2.133415103E-2
6.460482450E1	-2.688081980E-2
6.464497650E1	-1.401577592E-2
6.468512750E1	-2.360462487E-2
6.472527850E1	-3.409043670E-2
6.476542950E1	-3.034938812E-2
6.480558050E1	-3.019677579E-2
6.484573150E1	-2.766083837E-2
6.488588250E1	-9.108207822E-3
6.492603450E1	-5.075967908E-3
6.496618625E1	-2.334617794E-2
6.500633725E1	-1.602546394E-2
6.504648825E1	-1.722297370E-2
6.508663925E1	-2.485768318E-2
6.512679025E1	-3.429158092E-2
6.516694125E1	-1.071537352E-1
6.520709325E1	7.011688650E-2
6.524724425E1	-2.029393137E-1
